"State"|"ST_CEN_CD"|"District"|"DT_CEN_CD"|"TRU"|"Households"|"Latrines"|"latrinepercent"
"Manipur"|14|"Chandel"|280|"Urban"|3237|3136|97%
"Meghalaya"|17|"West Garo Hills"|293|"Total"|121780|73800|61%
"Meghalaya"|17|"West Garo Hills"|293|"Rural"|107941|60807|56%
"Meghalaya"|17|"West Garo Hills"|293|"Urban"|13839|12993|94%
"Meghalaya"|17|"East Garo Hills"|294|"Total"|57357|46851|82%
"Meghalaya"|17|"East Garo Hills"|294|"Rural"|49612|39362|79%
"Meghalaya"|17|"East Garo Hills"|294|"Urban"|7745|7489|97%
"Meghalaya"|17|"South Garo Hills"|295|"Total"|24208|15916|66%
"Meghalaya"|17|"South Garo Hills"|295|"Rural"|21836|13842|63%
"Meghalaya"|17|"South Garo Hills"|295|"Urban"|2372|2074|87%
"Meghalaya"|17|"West Khasi Hills"|296|"Total"|63620|29492|46%
"Meghalaya"|17|"West Khasi Hills"|296|"Rural"|56508|23056|41%
"Meghalaya"|17|"West Khasi Hills"|296|"Urban"|7112|6436|90%
"Meghalaya"|17|"Ribhoi"|297|"Total"|45660|30296|66%
"Meghalaya"|17|"Ribhoi"|297|"Rural"|41925|26883|64%
"Meghalaya"|17|"Ribhoi"|297|"Urban"|3735|3413|91%
"Meghalaya"|17|"East Khasi Hills"|298|"Total"|160832|111335|69%
"Meghalaya"|17|"East Khasi Hills"|298|"Rural"|84694|37535|44%
"Meghalaya"|17|"East Khasi Hills"|298|"Urban"|76138|73800|97%
"Meghalaya"|17|"Jaintia Hills"|299|"Total"|64842|30960|48%
"Meghalaya"|17|"Jaintia Hills"|299|"Rural"|59681|26002|44%
"Meghalaya"|17|"Jaintia Hills"|299|"Urban"|5161|4958|96%
"Mizoram"|15|"Mamit"|281|"Total"|17204|14784|86%
"Mizoram"|15|"Mamit"|281|"Rural"|14048|11668|83%
"Mizoram"|15|"Mamit"|281|"Urban"|3156|3116|99%
"Mizoram"|15|"Kolasib"|282|"Total"|17296|16632|96%
"Mizoram"|15|"Kolasib"|282|"Rural"|7664|7332|96%
"Mizoram"|15|"Kolasib"|282|"Urban"|9632|9300|97%
"Mizoram"|15|"Aizawl"|283|"Total"|81912|80980|99%
"Mizoram"|15|"Aizawl"|283|"Rural"|17157|16708|97%
"Mizoram"|15|"Aizawl"|283|"Urban"|64755|64272|99%
"Mizoram"|15|"Champal"|284|"Total"|25660|24612|96%
"Mizoram"|15|"Champal"|284|"Rural"|15604|14815|95%
"Mizoram"|15|"Champal"|284|"Urban"|10056|9797|97%
"Mizoram"|15|"Serchhip"|285|"Total"|12580|12317|98%
"Mizoram"|15|"Serchhip"|285|"Rural"|6309|6082|96%
"Mizoram"|15|"Serchhip"|285|"Urban"|6271|6235|99%
"Mizoram"|15|"Lunglei"|286|"Total"|32617|28570|88%
"Mizoram"|15|"Lunglei"|286|"Rural"|18748|15092|80%
"Mizoram"|15|"Lunglei"|286|"Urban"|13869|13478|97%
"Mizoram"|15|"Lawngtlai"|287|"Total"|22894|15309|67%
"Mizoram"|15|"Lawngtlai"|287|"Rural"|19039|11518|60%
"Mizoram"|15|"Lawngtlai"|287|"Urban"|3855|3791|98%
"Mizoram"|15|"Saiha"|288|"Total"|10914|9981|91%
"Mizoram"|15|"Saiha"|288|"Rural"|6305|5483|87%
"Mizoram"|15|"Saiha"|288|"Urban"|4609|4498|98%
"Nagaland"|13|"Mon"|261|"Total"|41347|27683|67%
"Nagaland"|13|"Mon"|261|"Rural"|35804|22444|63%
"Nagaland"|13|"Mon"|261|"Urban"|5543|5219|94%
"Nagaland"|13|"Mokokchung "|262|"Total"|42344|41057|97%
"Nagaland"|13|"Mokokchung "|262|"Rural"|30016|28908|96%
"Nagaland"|13|"Mokokchung "|262|"Urban"|12328|12149|99%
"Nagaland"|13|"Zunheboto "|263|"Total"|30333|22868|75%
"Nagaland"|13|"Zunheboto "|263|"Rural"|25388|18200|72%
"Nagaland"|13|"Zunheboto "|263|"Urban"|4945|4668|94%
"Nagaland"|13|"Wokha"|264|"Total"|33269|22108|66%
"Nagaland"|13|"Wokha"|264|"Rural"|27028|16075|59%
"Nagaland"|13|"Wokha"|264|"Urban"|6241|6033|97%
"Nagaland"|13|"Dimapur"|265|"Total"|76732|72398|94%
"Nagaland"|13|"Dimapur"|265|"Rural"|36034|33004|92%
"Nagaland"|13|"Dimapur"|265|"Urban"|40698|39394|97%
"Nagaland"|13|"Phek"|266|"Total"|37891|29489|78%
"Nagaland"|13|"Phek"|266|"Rural"|32889|24807|75%
"Nagaland"|13|"Phek"|266|"Urban"|5002|4682|94%
"Nagaland"|13|"Tuensang "|267|"Total"|38987|22080|57%
"Nagaland"|13|"Tuensang "|267|"Rural"|32185|16043|50%
"Nagaland"|13|"Tuensang "|267|"Urban"|6802|6037|89%
"Nagaland"|13|"Longleng "|268|"Total"|11580|8100|70%
"Nagaland"|13|"Longleng "|268|"Rural"|9896|6825|69%
"Nagaland"|13|"Longleng "|268|"Urban"|1684|1274|76%
"Nagaland"|13|"Kiphire "|269|"Total"|16655|8012|48%
"Nagaland"|13|"Kiphire "|269|"Rural"|13400|4911|37%
"Nagaland"|13|"Kiphire "|269|"Urban"|3255|3101|95%
"Nagaland"|13|"Kohima"|270|"Total"|52136|37427|72%
"Nagaland"|13|"Kohima"|270|"Rural"|25421|13779|54%
"Nagaland"|13|"Kohima"|270|"Urban"|25715|23648|92%
"Nagaland"|13|"Peren"|271|"Total"|18691|14866|80%
"Nagaland"|13|"Peren"|271|"Rural"|15850|12226|77%
"Nagaland"|13|"Peren"|271|"Urban"|2841|2640|93%
"Odisha"|21|"Bargarh"|370|"Total"|373391|60231|16%
"Odisha"|21|"Bargarh"|370|"Rural"|339364|41802|12%
"Odisha"|21|"Bargarh"|370|"Urban"|34027|18429|54%
"Odisha"|21|"Jharsuguda "|371|"Total"|134624|35184|26%
"Odisha"|21|"Jharsuguda "|371|"Rural"|83664|7852|9%
"Odisha"|21|"Jharsuguda "|371|"Urban"|50960|27332|54%
"Odisha"|21|"Sambalpur"|372|"Total"|248829|56878|23%
"Odisha"|21|"Sambalpur"|372|"Rural"|178958|15326|9%
"Odisha"|21|"Sambalpur"|372|"Urban"|69871|41552|59%
"Odisha"|21|"Debagarh "|373|"Total"|75942|6971|9%
"Odisha"|21|"Debagarh "|373|"Rural"|70511|4186|6%
"Odisha"|21|"Debagarh "|373|"Urban"|5431|2785|51%
"Odisha"|21|"Sundargarh"|374|"Total"|473293|132466|28%
"Odisha"|21|"Sundargarh"|374|"Rural"|310782|26001|8%
"Odisha"|21|"Sundargarh"|374|"Urban"|162531|106465|66%
"Odisha"|21|"Kendujhar "|375|"Total"|406629|61402|15%
"Odisha"|21|"Kendujhar "|375|"Rural"|349736|32526|9%
"Odisha"|21|"Kendujhar "|375|"Urban"|56893|28876|51%
"Odisha"|21|"Mayurbhanj "|376|"Total"|587648|109355|19%
"Odisha"|21|"Mayurbhanj "|376|"Rural"|544764|81889|15%
"Odisha"|21|"Mayurbhanj "|376|"Urban"|42884|27466|64%
"Odisha"|21|"Baleshwar"|377|"Total"|529407|145565|27%
"Odisha"|21|"Baleshwar"|377|"Rural"|473512|107566|23%
"Odisha"|21|"Baleshwar"|377|"Urban"|55895|37999|68%
"Odisha"|21|"Bhadrak "|378|"Total"|309527|62233|20%
"Odisha"|21|"Bhadrak "|378|"Rural"|274191|43944|16%
"Odisha"|21|"Bhadrak "|378|"Urban"|35336|18289|52%
"Odisha"|21|"Kendrapara"|379|"Total"|327405|58387|18%
"Odisha"|21|"Kendrapara"|379|"Rural"|311465|49170|16%
"Odisha"|21|"Kendrapara"|379|"Urban"|15940|9217|58%
"Odisha"|21|"Jagatsinghapur"|380|"Total"|265588|65115|25%
"Odisha"|21|"Jagatsinghapur"|380|"Rural"|237411|52480|22%
"Odisha"|21|"Jagatsinghapur"|380|"Urban"|28177|12635|45%
"Odisha"|21|"Cuttack"|381|"Total"|566831|205665|36%
"Odisha"|21|"Cuttack"|381|"Rural"|425082|95094|22%
"Odisha"|21|"Cuttack"|381|"Urban"|141749|110571|78%
"Odisha"|21|"Jajapur"|382|"Total"|407572|93204|23%
"Odisha"|21|"Jajapur"|382|"Rural"|378135|75193|20%
"Odisha"|21|"Jajapur"|382|"Urban"|29437|18011|61%
"Odisha"|21|"Dhenkanal"|383|"Total"|278370|51080|18%
"Odisha"|21|"Dhenkanal"|383|"Rural"|253118|35980|14%
"Odisha"|21|"Dhenkanal"|383|"Urban"|25252|15100|60%
"Odisha"|21|"Anugul"|384|"Total"|295922|71436|24%
"Odisha"|21|"Anugul"|384|"Rural"|249585|41774|17%
"Odisha"|21|"Anugul"|384|"Urban"|46337|29662|64%
"Odisha"|21|"Nayagarh"|385|"Total"|230968|43798|19%
"Odisha"|21|"Nayagarh"|385|"Rural"|213265|33917|16%
"Odisha"|21|"Nayagarh"|385|"Urban"|17703|9881|56%
"Odisha"|21|"Khordha"|386|"Total"|489636|230413|47%
"Odisha"|21|"Khordha"|386|"Rural"|247940|45385|18%
"Odisha"|21|"Khordha"|386|"Urban"|241696|185028|77%
"Odisha"|21|"Puri"|387|"Total"|369482|87997|24%
"Odisha"|21|"Puri"|387|"Rural"|317002|49504|16%
"Odisha"|21|"Puri"|387|"Urban"|52480|38493|73%
"Odisha"|21|"Ganjam"|388|"Total"|756894|215821|29%
"Odisha"|21|"Ganjam"|388|"Rural"|602216|114865|19%
"Odisha"|21|"Ganjam"|388|"Urban"|154678|100956|65%
"Odisha"|21|"Gajapati"|389|"Total"|128818|23322|18%
"Odisha"|21|"Gajapati"|389|"Rural"|112872|14279|13%
"Odisha"|21|"Gajapati"|389|"Urban"|15946|9043|57%
"Odisha"|21|"Kandhamal "|390|"Total"|172004|19176|11%
"Odisha"|21|"Kandhamal "|390|"Rural"|155335|9751|6%
"Odisha"|21|"Kandhamal "|390|"Urban"|16669|9425|57%
"Odisha"|21|"Baudh"|391|"Total"|107727|11585|11%
"Odisha"|21|"Baudh"|391|"Rural"|103239|9283|9%
"Odisha"|21|"Baudh"|391|"Urban"|4488|2302|51%
"Odisha"|21|"Subarnapur "|392|"Total"|152454|15651|10%
"Odisha"|21|"Subarnapur "|392|"Rural"|140714|11074|8%
"Odisha"|21|"Subarnapur "|392|"Urban"|11740|4577|39%
"Odisha"|21|"Balangir "|393|"Total"|432081|65156|15%
"Odisha"|21|"Balangir "|393|"Rural"|387345|39149|10%
"Odisha"|21|"Balangir "|393|"Urban"|44736|26007|58%
"Odisha"|21|"Nuapada "|394|"Total"|159947|23219|15%
"Odisha"|21|"Nuapada "|394|"Rural"|151921|19333|13%
"Odisha"|21|"Nuapada "|394|"Urban"|8026|3886|48%
"Odisha"|21|"Kalahandi "|395|"Total"|404814|47442|12%
"Odisha"|21|"Kalahandi "|395|"Rural"|377001|31078|8%
"Odisha"|21|"Kalahandi "|395|"Urban"|27813|16364|59%
"Odisha"|21|"Rayagada "|396|"Total"|225964|33500|15%
"Odisha"|21|"Rayagada "|396|"Rural"|191615|12703|7%
"Odisha"|21|"Rayagada "|396|"Urban"|34349|20797|61%
"Odisha"|21|"Nabarangapur"|397|"Total"|273663|25523|9%
"Odisha"|21|"Nabarangapur"|397|"Rural"|253461|14740|6%
"Odisha"|21|"Nabarangapur"|397|"Urban"|20202|10783|53%
"Odisha"|21|"Koraput"|398|"Total"|338205|58682|17%
"Odisha"|21|"Koraput"|398|"Rural"|283522|23180|8%
"Odisha"|21|"Koraput"|398|"Urban"|54683|35502|65%
"Odisha"|21|"Malkangiri"|399|"Total"|137450|12839|9%
"Odisha"|21|"Malkangiri"|399|"Rural"|126306|7528|6%
"Odisha"|21|"Malkangiri"|399|"Urban"|11144|5311|48%
"Puducherry"|34|"Yanam"|634|"Total"|13308|10895|82%
"Puducherry"|34|"Yanam"|634|"Rural"|0|0|0
"Puducherry"|34|"Yanam"|634|"Urban"|13308|10895|82%
"Puducherry"|34|"Puducherry"|635|"Total"|230703|157959|68%
"Puducherry"|34|"Puducherry"|635|"Rural"|69275|24812|36%
"Puducherry"|34|"Puducherry"|635|"Urban"|161428|133147|82%
"Puducherry"|34|"Mahe"|636|"Total"|7197|7041|98%
"Puducherry"|34|"Mahe"|636|"Rural"|0|0|0
"Puducherry"|34|"Mahe"|636|"Urban"|7197|7041|98%
"Puducherry"|34|"Karaikal"|637|"Total"|50068|30326|61%
"Puducherry"|34|"Karaikal"|637|"Rural"|25858|12318|48%
"Puducherry"|34|"Karaikal"|637|"Urban"|24210|18008|74%
"Punjab"|3|"Gurdaspur"|35|"Total"|431212|258924|60%
"Punjab"|3|"Gurdaspur"|35|"Rural"|309898|155114|50%
"Punjab"|3|"Gurdaspur"|35|"Urban"|121314|103810|86%
"Punjab"|3|"Kapurthala"|36|"Total"|165336|137713|83%
"Punjab"|3|"Kapurthala"|36|"Rural"|106870|82685|77%
"Punjab"|3|"Kapurthala"|36|"Urban"|58466|55028|94%
"Punjab"|3|"Jalandhar"|37|"Total"|454073|392909|87%
"Punjab"|3|"Jalandhar"|37|"Rural"|213390|162223|76%
"Punjab"|3|"Jalandhar"|37|"Urban"|240683|230686|96%
"Punjab"|3|"Hoshiarpur"|38|"Total"|329694|210621|64%
"Punjab"|3|"Hoshiarpur"|38|"Rural"|258523|147357|57%
"Punjab"|3|"Hoshiarpur"|38|"Urban"|71171|63264|89%
"Punjab"|3|"Shahid Bhagat Singh Nagar "|39|"Total"|128634|90711|71%
"Punjab"|3|"Shahid Bhagat Singh Nagar "|39|"Rural"|102297|68308|67%
"Punjab"|3|"Shahid Bhagat Singh Nagar "|39|"Urban"|26337|22403|85%
"Punjab"|3|"Fategarh Sahib"|40|"Total"|115753|99858|86%
"Punjab"|3|"Fategarh Sahib"|40|"Rural"|77684|64123|83%
"Punjab"|3|"Fategarh Sahib"|40|"Urban"|38069|35735|94%
"Punjab"|3|"Ludhiana"|41|"Total"|716104|667902|93%
"Punjab"|3|"Ludhiana"|41|"Rural"|278323|243564|88%
"Punjab"|3|"Ludhiana"|41|"Urban"|437781|424338|97%
"Punjab"|3|"Moga"|42|"Total"|191228|167596|88%
"Punjab"|3|"Moga"|42|"Rural"|145530|124316|85%
"Punjab"|3|"Moga"|42|"Urban"|45698|43280|95%
"Punjab"|3|"Firozpur"|43|"Total"|374167|274015|73%
"Punjab"|3|"Firozpur"|43|"Rural"|271536|180933|67%
"Punjab"|3|"Firozpur"|43|"Urban"|102631|93082|91%
"Punjab"|3|"Muktsar"|44|"Total"|172792|133635|77%
"Punjab"|3|"Muktsar"|44|"Rural"|122957|88889|72%
"Punjab"|3|"Muktsar"|44|"Urban"|49835|44746|90%
"Punjab"|3|"Faridkot"|45|"Total"|118193|99988|85%
"Punjab"|3|"Faridkot"|45|"Rural"|76262|61057|80%
"Punjab"|3|"Faridkot"|45|"Urban"|41931|38931|93%
"Punjab"|3|"Bathinda"|46|"Total"|266035|232629|87%
"Punjab"|3|"Bathinda"|46|"Rural"|170853|144022|84%
"Punjab"|3|"Bathinda"|46|"Urban"|95182|88607|93%
"Punjab"|3|"Mansa"|47|"Total"|147127|99571|68%
"Punjab"|3|"Mansa"|47|"Rural"|115334|72554|63%
"Punjab"|3|"Mansa"|47|"Urban"|31793|27017|85%
"Punjab"|3|"Patiala"|48|"Total"|361740|309524|86%
"Punjab"|3|"Patiala"|48|"Rural"|209720|162148|77%
"Punjab"|3|"Patiala"|48|"Urban"|152020|147376|97%
"Punjab"|3|"Amritsar"|49|"Total"|480303|379230|79%
"Punjab"|3|"Amritsar"|49|"Rural"|212566|129269|61%
"Punjab"|3|"Amritsar"|49|"Urban"|267737|249961|93%
"Punjab"|3|"Tarn Taran"|50|"Total"|201047|136239|68%
"Punjab"|3|"Tarn Taran"|50|"Rural"|175080|113465|65%
"Punjab"|3|"Tarn Taran"|50|"Urban"|25967|22774|88%
"Punjab"|3|"Rupnagar"|51|"Total"|132854|88385|67%
"Punjab"|3|"Rupnagar"|51|"Rural"|96022|54595|57%
"Punjab"|3|"Rupnagar"|51|"Urban"|36832|33790|92%
"Punjab"|3|"Sahibzada Ajit Singh Nagar"|52|"Total"|197101|155989|79%
"Punjab"|3|"Sahibzada Ajit Singh Nagar"|52|"Rural"|82601|50179|61%
"Punjab"|3|"Sahibzada Ajit Singh Nagar"|52|"Urban"|114500|105810|92%
"Punjab"|3|"Sangrur"|53|"Total"|314030|259912|83%
"Punjab"|3|"Sangrur"|53|"Rural"|215367|169182|79%
"Punjab"|3|"Sangrur"|53|"Urban"|98663|90730|92%
"Punjab"|3|"Barnala"|54|"Total"|112276|93781|84%
"Punjab"|3|"Barnala"|54|"Rural"|74819|60002|80%
"Punjab"|3|"Barnala"|54|"Urban"|37457|33779|90%
"Rajasthan"|8|"Ganganagar"|99|"Total"|373877|316783|85%
"Rajasthan"|8|"Ganganagar"|99|"Rural"|269763|219300|81%
"Rajasthan"|8|"Ganganagar"|99|"Urban"|104114|97483|94%
"Rajasthan"|8|"Hanumangarh"|100|"Total"|328871|278373|85%
"Rajasthan"|8|"Hanumangarh"|100|"Rural"|261513|215127|82%
"Rajasthan"|8|"Hanumangarh"|100|"Urban"|67358|63246|94%
"Rajasthan"|8|"Bikaner"|101|"Total"|375970|195188|52%
"Rajasthan"|8|"Bikaner"|101|"Rural"|242492|71545|30%
"Rajasthan"|8|"Bikaner"|101|"Urban"|133478|123643|93%
"Rajasthan"|8|"Churu"|102|"Total"|347351|200805|58%
"Rajasthan"|8|"Churu"|102|"Rural"|254921|119892|47%
"Rajasthan"|8|"Churu"|102|"Urban"|92430|80913|88%
"Rajasthan"|8|"Jhunjhunun"|103|"Total"|383664|205571|54%
"Rajasthan"|8|"Jhunjhunun"|103|"Rural"|301647|137908|46%
"Rajasthan"|8|"Jhunjhunun"|103|"Urban"|82017|67663|82%
"Rajasthan"|8|"Alwar"|104|"Total"|628913|172919|27%
"Rajasthan"|8|"Alwar"|104|"Rural"|505266|74848|15%
"Rajasthan"|8|"Alwar"|104|"Urban"|123647|98071|79%
"Rajasthan"|8|"Bharatpur"|105|"Total"|423607|85903|20%
"Rajasthan"|8|"Bharatpur"|105|"Rural"|338086|26485|8%
"Rajasthan"|8|"Bharatpur"|105|"Urban"|85521|59418|69%
"Rajasthan"|8|"Dhaulpur"|106|"Total"|202184|33172|16%
"Rajasthan"|8|"Dhaulpur"|106|"Rural"|161598|7679|5%
"Rajasthan"|8|"Dhaulpur"|106|"Urban"|40586|25493|63%
"Rajasthan"|8|"Karaull"|107|"Total"|262659|41754|16%
"Rajasthan"|8|"Karaull"|107|"Rural"|225191|18392|8%
"Rajasthan"|8|"Karaull"|107|"Urban"|37468|23362|62%
"Rajasthan"|8|"Sawai Madhopur"|108|"Total"|253987|52475|21%
"Rajasthan"|8|"Sawai Madhopur"|108|"Rural"|206526|18225|9%
"Rajasthan"|8|"Sawai Madhopur"|108|"Urban"|47461|34250|72%
"Rajasthan"|8|"Dausa"|109|"Total"|290829|50480|17%
"Rajasthan"|8|"Dausa"|109|"Rural"|256059|23695|9%
"Rajasthan"|8|"Dausa"|109|"Urban"|34770|26785|77%
"Rajasthan"|8|"Jaipur"|110|"Total"|1145904|694107|61%
"Rajasthan"|8|"Jaipur"|110|"Rural"|502634|110520|22%
"Rajasthan"|8|"Jaipur"|110|"Urban"|643270|583587|91%
"Rajasthan"|8|"Sikar"|111|"Total"|445713|222955|50%
"Rajasthan"|8|"Sikar"|111|"Rural"|347063|139420|40%
"Rajasthan"|8|"Sikar"|111|"Urban"|98650|83535|85%
"Rajasthan"|8|"Nagaur"|112|"Total"|583941|209311|36%
"Rajasthan"|8|"Nagaur"|112|"Rural"|483188|128123|27%
"Rajasthan"|8|"Nagaur"|112|"Urban"|100753|81188|81%
"Rajasthan"|8|"Jodhpur"|113|"Total"|626578|248676|40%
"Rajasthan"|8|"Jodhpur"|113|"Rural"|413367|56566|14%
"Rajasthan"|8|"Jodhpur"|113|"Urban"|213399|192110|90%
"Rajasthan"|8|"Jaisalmer"|114|"Total"|113399|26456|23%
"Rajasthan"|8|"Jaisalmer"|114|"Rural"|98284|16401|17%
"Rajasthan"|8|"Jaisalmer"|114|"Urban"|15115|10055|67%
"Rajasthan"|8|"Barmer"|115|"Total"|447776|66597|15%
"Rajasthan"|8|"Barmer"|115|"Rural"|416017|40307|10%
"Rajasthan"|8|"Barmer"|115|"Urban"|31759|26290|83%
"Rajasthan"|8|"Jalor"|116|"Total"|329516|51153|16%
"Rajasthan"|8|"Jalor"|116|"Rural"|302242|34269|11%
"Rajasthan"|8|"Jalor"|116|"Urban"|27274|16884|62%
"Rajasthan"|8|"Sirohi"|117|"Total"|202260|54218|27%
"Rajasthan"|8|"Sirohi"|117|"Rural"|161080|26145|16%
"Rajasthan"|8|"Sirohi"|117|"Urban"|41180|28073|68%
"Rajasthan"|8|"Pall"|118|"Total"|428992|124303|29%
"Rajasthan"|8|"Pall"|118|"Rural"|341833|64035|19%
"Rajasthan"|8|"Pall"|118|"Urban"|87159|60268|69%
"Rajasthan"|8|"Ajmer"|119|"Total"|483931|204571|42%
"Rajasthan"|8|"Ajmer"|119|"Rural"|294870|41519|14%
"Rajasthan"|8|"Ajmer"|119|"Urban"|189061|163052|86%
"Rajasthan"|8|"Tonk"|120|"Total"|267840|49974|19%
"Rajasthan"|8|"Tonk"|120|"Rural"|214114|14696|7%
"Rajasthan"|8|"Tonk"|120|"Urban"|53726|35278|66%
"Rajasthan"|8|"Bundi"|121|"Total"|220071|42082|19%
"Rajasthan"|8|"Bundi"|121|"Rural"|177525|14773|8%
"Rajasthan"|8|"Bundi"|121|"Urban"|42546|27309|64%
"Rajasthan"|8|"Bhilwara"|122|"Total"|493597|115740|23%
"Rajasthan"|8|"Bhilwara"|122|"Rural"|394235|41489|11%
"Rajasthan"|8|"Bhilwara"|122|"Urban"|99362|74251|75%
"Rajasthan"|8|"Rajsamand "|123|"Total"|245488|49135|20%
"Rajasthan"|8|"Rajsamand "|123|"Rural"|209743|23612|11%
"Rajasthan"|8|"Rajsamand "|123|"Urban"|35745|25523|71%
"Rajasthan"|8|"Dungarpur"|124|"Total"|283556|38043|13%
"Rajasthan"|8|"Dungarpur"|124|"Rural"|264893|24214|9%
"Rajasthan"|8|"Dungarpur"|124|"Urban"|18663|13829|74%
"Rajasthan"|8|"Banswara"|125|"Total"|366059|45574|12%
"Rajasthan"|8|"Banswara"|125|"Rural"|339174|23384|7%
"Rajasthan"|8|"Banswara"|125|"Urban"|26885|22190|83%
"Rajasthan"|8|"Chittaurgarh"|126|"Total"|326449|67820|21%
"Rajasthan"|8|"Chittaurgarh"|126|"Rural"|268363|25697|10%
"Rajasthan"|8|"Chittaurgarh"|126|"Urban"|58086|42123|73%
"Rajasthan"|8|"Kota"|127|"Total"|379825|195286|51%
"Rajasthan"|8|"Kota"|127|"Rural"|149275|18290|12%
"Rajasthan"|8|"Kota"|127|"Urban"|230550|176996|77%
"Rajasthan"|8|"Baran"|128|"Total"|240321|42258|18%
"Rajasthan"|8|"Baran"|128|"Rural"|191575|14343|7%
"Rajasthan"|8|"Baran"|128|"Urban"|48746|27915|57%
"Rajasthan"|8|"Jhalawar"|129|"Total"|282208|46984|17%
"Rajasthan"|8|"Jhalawar"|129|"Rural"|237475|17062|7%
"Rajasthan"|8|"Jhalawar"|129|"Urban"|44733|29922|67%
"Rajasthan"|8|"Udaipur"|130|"Total"|617921|150738|24%
"Rajasthan"|8|"Udaipur"|130|"Rural"|496777|46354|9%
"Rajasthan"|8|"Udaipur"|130|"Urban"|121144|104384|86%
"Rajasthan"|8|"Pratapgarh"|131|"Total"|178046|20284|11%
"Rajasthan"|8|"Pratapgarh"|131|"Rural"|163574|10132|6%
"Rajasthan"|8|"Pratapgarh"|131|"Urban"|14472|10152|70%
"Sikkim"|11|"North District"|241|"Total"|8903|6887|77%
"Sikkim"|11|"North District"|241|"Rural"|7951|5961|75%
"Sikkim"|11|"North District"|241|"Urban"|952|926|97%
"Sikkim"|11|"West District"|242|"Total"|27860|23481|84%
"Sikkim"|11|"West District"|242|"Rural"|26731|22473|84%
"Sikkim"|11|"West District"|242|"Urban"|1129|1008|89%
"Sikkim"|11|"South District"|243|"Total"|30246|26286|87%
"Sikkim"|11|"South District"|243|"Rural"|25476|21617|85%
"Sikkim"|11|"South District"|243|"Urban"|4770|4669|98%
"Sikkim"|11|"East District"|244|"Total"|61122|55080|90%
"Sikkim"|11|"East District"|244|"Rural"|32212|27643|86%
"Sikkim"|11|"East District"|244|"Urban"|28910|27437|95%
"Tamil Nadu"|33|"Thiruvallur"|602|"Total"|938822|636991|68%
"Tamil Nadu"|33|"Thiruvallur"|602|"Rural"|325798|92361|28%
"Tamil Nadu"|33|"Thiruvallur"|602|"Urban"|613024|544630|89%
"Tamil Nadu"|33|"Chennai"|603|"Total"|1106567|1057802|96%
"Tamil Nadu"|33|"Chennai"|603|"Rural"|0|0|0
"Tamil Nadu"|33|"Chennai"|603|"Urban"|1106567|1057802|96%
"Tamil Nadu"|33|"Kancheepuram"|604|"Total"|993809|651240|66%
"Tamil Nadu"|33|"Kancheepuram"|604|"Rural"|354476|103803|29%
"Tamil Nadu"|33|"Kancheepuram"|604|"Urban"|639333|547437|86%
"Tamil Nadu"|33|"Vellore"|605|"Total"|927318|381181|41%
"Tamil Nadu"|33|"Vellore"|605|"Rural"|537022|103369|19%
"Tamil Nadu"|33|"Vellore"|605|"Urban"|390296|277812|71%
"Tamil Nadu"|33|"Tiruvannamalai"|606|"Total"|593264|135162|23%
"Tamil Nadu"|33|"Tiruvannamalai"|606|"Rural"|477106|59505|12%
"Tamil Nadu"|33|"Tiruvannamalai"|606|"Urban"|116158|75657|65%
"Tamil Nadu"|33|"Viluppuram"|607|"Total"|804343|169801|21%
"Tamil Nadu"|33|"Viluppuram"|607|"Rural"|683022|90241|13%
"Tamil Nadu"|33|"Viluppuram"|607|"Urban"|121321|79560|66%
"Tamil Nadu"|33|"Salem"|608|"Total"|918899|321173|35%
"Tamil Nadu"|33|"Salem"|608|"Rural"|454964|66134|15%
"Tamil Nadu"|33|"Salem"|608|"Urban"|463935|254859|55%
"Tamil Nadu"|33|"Namakkal"|609|"Total"|477757|194417|41%
"Tamil Nadu"|33|"Namakkal"|609|"Rural"|284156|88674|31%
"Tamil Nadu"|33|"Namakkal"|609|"Urban"|193601|105743|55%
"Tamil Nadu"|33|"Erode"|610|"Total"|658734|322847|49%
"Tamil Nadu"|33|"Erode"|610|"Rural"|324097|109349|34%
"Tamil Nadu"|33|"Erode"|610|"Urban"|334637|213498|64%
"Tamil Nadu"|33|"The Nilgiris"|611|"Total"|198922|103216|52%
"Tamil Nadu"|33|"The Nilgiris"|611|"Rural"|84366|35729|42%
"Tamil Nadu"|33|"The Nilgiris"|611|"Urban"|114556|67487|59%
"Tamil Nadu"|33|"Dindigul"|612|"Total"|563172|187447|33%
"Tamil Nadu"|33|"Dindigul"|612|"Rural"|352757|66645|19%
"Tamil Nadu"|33|"Dindigul"|612|"Urban"|210415|120802|57%
"Tamil Nadu"|33|"Karur"|613|"Total"|287848|118708|41%
"Tamil Nadu"|33|"Karur"|613|"Rural"|168830|38855|23%
"Tamil Nadu"|33|"Karur"|613|"Urban"|119018|79853|67%
"Tamil Nadu"|33|"Tiruchirappalli"|614|"Total"|700852|340058|49%
"Tamil Nadu"|33|"Tiruchirappalli"|614|"Rural"|358811|86190|24%
"Tamil Nadu"|33|"Tiruchirappalli"|614|"Urban"|342041|253868|74%
"Tamil Nadu"|33|"Perambalur "|615|"Total"|149401|33135|22%
"Tamil Nadu"|33|"Perambalur "|615|"Rural"|124419|19353|16%
"Tamil Nadu"|33|"Perambalur "|615|"Urban"|24982|13782|55%
